SCENE,KEY,SENTENCE,END_TIME,SPEAKER,SHOW,Sarcasm,Sarcasm_Type,Implicit_Emotion,Explicit_Emotion,Valence,Arousal
2_415,2_415_u,"Chloe, switch with me, there's some guys here that got a crush on you.",0:03,PERSON,FRIENDS,0.0,NONE,Neutral,Neutral,5.0,5.0
2_416,2_416_u,Were you so late because you were burying this woman?,0:03,CHANDLER,FRIENDS,1.0,PRO,Ridicule,Neutral,4.0,6.0
2_420,2_420_u,"No you are not Chandler, we still love you Chandler",0:05,CHANDLER,FRIENDS,1.0,ILL,Anger,Anger,3.0,7.0
2_421,2_421_u,Joey's got a really bad hernia but its nothing that a laser eye surgery wont fix,0:06,CHANDLER,FRIENDS,1.0,EMB,Ridicule,Neutral,3.0,8.0
2_422,2_422_u,"Well, I like it. Here you go.",0:01,JOEY,FRIENDS,0.0,NONE,Happiness,Happiness,6.0,6.0
2_423,2_423_u,Like I have nothing better to do!,0:02,MONICA,FRIENDS,1.0,ILL,Anger,Excitement,3.0,8.0
2_425,2_425_u,And did he?,0:01,MONICA,FRIENDS,0.0,NONE,Excitement,Excitement,6.0,7.0
2_426,2_426_u,"Are you kidding? I love that guy!  Morning's here! Morning is here,",0:07,JOEY,FRIENDS,0.0,NONE,Happiness,Happiness,8.0,8.0
2_428,2_428_u,His legs flail about as if independent from his body,0:08,CHANDLER,FRIENDS,0.0,NONE,Excitement,Excitement,7.0,7.0
2_43,2_43_u,"Well, y'know I'm 29. I mean who needs a savings account.",0:03,CHANDLER,FRIENDS,1.0,ILL,Ridicule,Excitement,4.0,6.0
2_430,2_430_u,I guess you would know that or else we would be in a predicament room,0:05,CHANDLER,FRIENDS,1.0,PRO,Frustration,Happiness,3.0,7.0
2_431,2_431_u,I'm never gonna get to meet her anyway.,0:02,JOEY,FRIENDS,0.0,NONE,Sadness,Sadness,3.0,7.0
2_433,2_433_u,I was saying the actual words,0:03,CHANDLER,FRIENDS,1.0,PRO,Frustration,Excitement,3.0,8.0
2_434,2_434_u,We can? Ok I am trying that.,0:02,CHANDLER,FRIENDS,1.0,ILL,Ridicule,Surprise,4.0,7.0
2_435,2_435_u,"Me too! There's a game on Tuesday, do you wanna go?",0:03,JOEY,FRIENDS,0.0,NONE,Happiness,Happiness,6.0,6.0
2_437,2_437_u,"Oh yeah. First off all, chasing the Churo guy isn't jogging.",0:03,CHANDLER,FRIENDS,0.0,NONE,Frustration,Frustration,4.0,6.0
2_438,2_438_u,Really? Struck down in the prime of life.,0:06,CHANDLER,FRIENDS,1.0,PRO,Ridicule,Neutral,4.0,7.0
2_439,2_439_u,"Twenty-one hours, you're a hero.",0:02,PERSON,FRIENDS,0.0,NONE,Happiness,Happiness,6.0,5.0
2_44,2_44_u,"Whoa, maybe I was!",0:02,JOEY,FRIENDS,0.0,NONE,Happiness,Happiness,7.0,7.0
2_440,2_440_u,"No its not big, not at all. Kind of the same lines as, I don't know, having a third nipple!",0:07,MONICA,FRIENDS,1.0,PRO,Anger,Neutral,2.0,8.0
2_441,2_441_u,"He's right, even if it's to say something complementary.",0:03,ROSS,FRIENDS,0.0,NONE,Sadness,Sadness,4.0,6.0
2_443,2_443_u,"Dear god, this parachute is a knapsack",0:04,CHANDLER,FRIENDS,1.0,ILL,Disgust,Frustration,4.0,7.0
2_446,2_446_u,"I'd love to show ya, but I just tucked her in.",0:02,JOEY,FRIENDS,0.0,NONE,Happiness,Happiness,6.0,6.0
2_447,2_447_u,It was an accident. Not like I was across the street with a telescope and a box of donuts.,0:06,CHANDLER,FRIENDS,1.0,EMB,Frustration,Sadness,2.0,7.0
2_448,2_448_u,Do you still wanna call  'em? I wanna call  'em.,0:02,MONICA,FRIENDS,0.0,NONE,Happiness,Happiness,7.0,7.0
2_449,2_449_u,"Oh no, now its not gonna make any sense",0:05,CHANDLER,FRIENDS,1.0,ILL,Ridicule,Sadness,4.0,6.0
2_450,2_450_u,If only there was something in your head to control the things you say.,0:05,CHANDLER,FRIENDS,1.0,PRO,Ridicule,Sadness,4.0,8.0
2_454,2_454_u,"Ross umm, there's something that I've got to tell you, there's-there's someone else.",0:07,PERSON,FRIENDS,0.0,NONE,Sadness,Sadness,3.0,7.0
2_456,2_456_u,And you are gonna make them all disappear.,0:02,CHANDLER,FRIENDS,1.0,PRO,Anger,Surprise,4.0,6.0
2_457,2_457_u,"Yes, we all know how cruel a parent can be, about the flatness of a child's pillow.",0:04,CHANDLER,FRIENDS,1.0,PRO,Ridicule,Excitement,4.0,6.0
2_458,2_458_u,What are you up too?,0:01,MONICA,FRIENDS,0.0,NONE,Excitement,Excitement,6.0,6.0
2_461,2_461_u,"Wow you look just like your son, Mrs. Tribbiani",0:07,CHANDLER,FRIENDS,1.0,ILL,Ridicule,Surprise,4.0,7.0
2_463,2_463_u,Ok!,0:01,JOEY,FRIENDS,0.0,NONE,Neutral,Neutral,5.0,5.0
2_464,2_464_u,"Oh, uh, no thanks. I just had an M&M.",0:02,CHANDLER,FRIENDS,1.0,ILL,Ridicule,Neutral,4.0,6.0
2_471,2_471_u,Amazing.,0:01,MEMBER-GIRL,SARCASMOHOLICS,1.0,ILL,Sadness,Happiness,3.0,6.0
2_472,2_472_u,And I just won a million dollars!,0:05,CHANDLER,FRIENDS,0.0,NONE,Happiness,Happiness,7.0,7.0
2_473,2_473_u,I'm the supply manager.,0:01,PERSON,FRIENDS,0.0,NONE,Neutral,Neutral,5.0,5.0
2_474,2_474_u,Lovely,0:01,CHANDLER,FRIENDS,1.0,ILL,Frustration,Happiness,3.0,7.0
2_475,2_475_u,"Oh yeah ok, including the waffles last week, you now owe me, seventeen zillion dollars.",0:05,CHANDLER,FRIENDS,1.0,EMB,Anger,Happiness,4.0,7.0
2_477,2_477_u,"And then and then you clicked it again, she's dressed. She is a business woman, she is walking down the street and oh oh oh she's naked.",0:08,CHANDLER,FRIENDS,0.0,NONE,Happiness,Happiness,7.0,7.0
2_478,2_478_u,"Oh, wait a minute, I have no one.",0:07,CHANDLER,FRIENDS,1.0,PRO,Sadness,Excitement,4.0,5.0
2_48,2_48_u,"Thanks, but I kinda have a problem to deal with here.",0:04,JOEY,FRIENDS,0.0,NONE,Happiness,Happiness,7.0,7.0
2_481,2_481_u,All right.,0:01,ROSS,FRIENDS,0.0,NONE,Neutral,Neutral,5.0,5.0
2_484,2_484_u,Yes yes it is! In Prison!!,0:03,ROSS,FRIENDS,1.0,PRO,Frustration,Neutral,2.0,8.0
2_487,2_487_u,"And Hornswoggle? What? Are you dating a character from ""Fraggle Rock""? Ahh.",0:07,CHANDLER,FRIENDS,1.0,PRO,Frustration,Surprise,4.0,8.0
2_488,2_488_u,"Just a sec, give me a minute to wake up for this,Ah-ha-ha!!",0:05,CHANDLER,FRIENDS,0.0,NONE,Happiness,Happiness,8.0,8.0
2_49,2_49_u,We got a box.,0:03,JOEY,FRIENDS,0.0,NONE,Neutral,Neutral,5.0,5.0
2_490,2_490_u,"Maybe it's a contest, you know? Like ""Collect all five"".",0:04,CHANDLER,FRIENDS,1.0,ILL,Ridicule,Happiness,3.0,7.0
2_491,2_491_u,"Let me think! Let me think! Oh, I don't care.",0:03,CHANDLER,FRIENDS,1.0,EMB,Frustration,Neutral,3.0,7.0
2_492,2_492_u,"I'm sorry Sophia, but in Dorothy's defence, it sure sounds a lot like her.",0:05,ROSE,GOLDENGIRLS,1.0,PRO,Ridicule,Sadness,4.0,8.0
2_493,2_493_u,Did you tell her about the magical night that starts with the flush of every toilet?,0:05,CHANDLER,FRIENDS,1.0,EMB,Ridicule,Neutral,3.0,8.0
2_494,2_494_u,But younger than some buildings!,0:04,CHANDLER,FRIENDS,1.0,PRO,Ridicule,Neutral,3.0,8.0
2_498,2_498_u,"Uh, so how many cameras are actually on you.",0:05,CHANDLER,FRIENDS,1.0,PRO,Anger,Neutral,3.0,8.0
2_50,2_50_u,"Nope, that patch is no good.",0:11,CHANDLER,FRIENDS,1.0,ILL,Ridicule,Neutral,4.0,7.0
2_500,2_500_u,Oh my God I love that! - Really? - NO!,0:06,MONICA,FRIENDS,1.0,ILL,Disgust,Happiness,4.0,6.0
2_508,2_508_u,"Yes, the doctor's say if they remove it, he will die!",0:05,CHANDLER,FRIENDS,1.0,PRO,Ridicule,Sadness,4.0,8.0
2_509,2_509_u,Crazy bitch!,0:03,CHANDLER,FRIENDS,1.0,ILL,Ridicule,Anger,3.0,8.0
2_51,2_51_u,"Well, I believe the piece of furniture was fine until your little breakfast adventure with Angela Delvecchio",0:02,CHANDLER,FRIENDS,0.0,NONE,Anger,Anger,3.0,7.0
2_511,2_511_u,"You said you spent all that money because those boots go with skirts, dresses and pants. What do you plan on wearing? A Chicken suit?",0:08,CHANDLER,FRIENDS,1.0,EMB,Anger,Excitement,3.0,9.0
2_514,2_514_u,What's going on?!  That's what's going on!!,0:02,ROSS,FRIENDS,0.0,NONE,Anger,Anger,2.0,8.0
2_518,2_518_u,Oh tons. I am quite the woodsman.,0:03,CHANDLER,FRIENDS,1.0,PRO,Frustration,Happiness,4.0,7.0
2_521,2_521_u,Uh-huh!,0:01,JOEY,FRIENDS,0.0,NONE,Disgust,Disgust,3.0,7.0
2_522,2_522_u,Yes it is.,0:01,PERSON,FRIENDS,0.0,NONE,Fear,Fear,4.0,5.0
2_523,2_523_u,"Well, I'm a headhunter. I hook up out of work Soviet scientists with rogue third-world nations. Hi Rasputin!",0:08,CHANDLER,FRIENDS,1.0,PRO,Ridicule,Neutral,4.0,7.0
2_524,2_524_u,"Yes and we are ""very"" excited about it.",0:05,CHANDLER,FRIENDS,1.0,ILL,Anger,Happiness,4.0,7.0
2_527,2_527_u,We thought you were just here for the company. He is a sarcasmoholic Stewart.,0:04,MEMBER-GIRL,SARCASMOHOLICS,1.0,ILL,Ridicule,Surprise,3.0,7.0
2_530,2_530_u,"Uh, I'm gonna kill myself!",0:02,PERSON,FRIENDS,0.0,NONE,Sadness,Sadness,2.0,8.0
2_531,2_531_u,"Yeah well that's because uh .. I stayed in my room. Yeah, you don't want to look in my hamper.",0:09,JOEY,FRIENDS,0.0,NONE,Sadness,Sadness,4.0,6.0
2_532,2_532_u,"The Jamestown colony of Virginia. You see King George is giving us the land, so.",0:06,CHANDLER,FRIENDS,1.0,PRO,Frustration,Happiness,3.0,7.0
2_535,2_535_u,"So, I'm sorry I just don't think we should go away together yet.",0:03,ROSS,FRIENDS,0.0,NONE,Sadness,Sadness,4.0,5.0
2_536,2_536_u,What a baby.,0:01,CHANDLER,FRIENDS,0.0,NONE,Disgust,Disgust,4.0,6.0
2_537,2_537_u,What did you want to show us? Because all I can see is this bitchin van,0:05,ROSS,FRIENDS,0.0,NONE,Excitement,Excitement,7.0,7.0
2_540,2_540_u,Okay?,0:01,JOEY,FRIENDS,0.0,NONE,Neutral,Neutral,5.0,5.0
2_541,2_541_u,Oh yeah right. And what would my opening line be? Excuse me,0:04,CHANDLER,FRIENDS,1.0,ILL,Frustration,Neutral,3.0,7.0
2_542,2_542_u,"Uh, Rachel's here, so good luck man, let me know how it works out.",0:03,JOEY,FRIENDS,1.0,PRO,Frustration,Happiness,3.0,7.0
2_546,2_546_u,"Oh sure, she was probably up all night excited about the party she knows is happening.",0:05,CHANDLER,FRIENDS,1.0,ILL,Ridicule,Neutral,3.0,8.0
2_547,2_547_u,"Okay, now much have you won so far?",0:02,CHANDLER,FRIENDS,0.0,NONE,Neutral,Neutral,5.0,5.0
2_548,2_548_u,"Almost! But first, we gotta start.",0:02,PERSON,FRIENDS,1.0,PRO,Ridicule,Happiness,4.0,6.0
2_549,2_549_u,Really?,0:01,MONICA,FRIENDS,0.0,NONE,Disgust,Disgust,4.0,6.0
2_55,2_55_u,"Oh hey, great, you're up. Rachel, this is my sister Krista. Krista, this is Rachel.",0:02,PERSON,FRIENDS,0.0,NONE,Happiness,Happiness,6.0,6.0
2_550,2_550_u,All right I'll have one.,0:01,CHANDLER,FRIENDS,1.0,ILL,Ridicule,Neutral,4.0,6.0
2_552,2_552_u,DANGER,0:01,ROSS,FRIENDS,0.0,NONE,Excitement,Excitement,7.0,7.0
2_553,2_553_u,"No just, nobody press on my stomach.",0:03,JOEY,FRIENDS,0.0,NONE,Sadness,Sadness,3.0,6.0
2_555,2_555_u,Hey! It's starting to snow.,0:02,ROSS,FRIENDS,0.0,NONE,Happiness,Happiness,7.0,7.0
2_556,2_556_u,"Joey if I go first, I want to be looking for my keys",0:04,CHANDLER,FRIENDS,1.0,ILL,Frustration,Neutral,3.0,8.0
2_557,2_557_u,"Oh my God, wh-what happened?",0:03,ROSS,FRIENDS,0.0,NONE,Sadness,Sadness,3.0,7.0
2_558,2_558_u,I can see it from right here. It'll cost you one husband.,0:04,CHANDLER,FRIENDS,1.0,PRO,Anger,Excitement,3.0,7.0
2_559,2_559_u,What?!?!,0:01,MONICA,FRIENDS,0.0,NONE,Surprise,Surprise,8.0,8.0
2_562,2_562_u,"Look now, Phoebe remember, hey, their just fulfilling their Christmas....",0:04,JOEY,FRIENDS,0.0,NONE,Neutral,Neutral,5.0,5.0
2_564,2_564_u,"And, uh, I don't know if you got any of that, but I would really like a copy of the tape.",0:03,CHANDLER,FRIENDS,0.0,NONE,Happiness,Happiness,6.0,6.0
2_567,2_567_u,"Well yes Ross, pressing my third nipple opens the delivery entrance to the magical land of Narnia.",0:07,CHANDLER,FRIENDS,1.0,EMB,Frustration,Happiness,2.0,8.0
2_570,2_570_u,"Oh my god, where are all the men?",0:06,CHANDLER,FRIENDS,0.0,NONE,Disgust,Disgust,7.0,8.0
2_573,2_573_u,"Oh I see, I thought you just really really liked your new couch.",0:07,CHANDLER,FRIENDS,1.0,ILL,Ridicule,Neutral,4.0,7.0
2_574,2_574_u,You can't do anything.,0:04,JOEY,FRIENDS,0.0,NONE,Frustration,Frustration,3.0,7.0
2_577,2_577_u,"On the other hand in um, in about seven months you're gonna have something that you're gonna love more than any guy you've ever gone out with.",0:1,ROSS,FRIENDS,0.0,NONE,Excitement,Excitement,6.0,6.0
2_579,2_579_u,No!,0:01,MONICA,FRIENDS,0.0,NONE,Disgust,Disgust,4.0,7.0
2_581,2_581_u,"We were wondering what was taking so long with the gift, but now we understand you were doing this.",0:09,CHANDLER,FRIENDS,1.0,PRO,Frustration,Neutral,3.0,8.0
2_583,2_583_u,And the bunny got away!,0:07,CHANDLER,FRIENDS,1.0,ILL,Ridicule,Sadness,4.0,6.0
2_585,2_585_u,"You and I, we're interfacing.",0:02,ROSS,FRIENDS,0.0,NONE,Happiness,Happiness,6.0,5.0
2_586,2_586_u,"See now that I see crying over, but Bambi, is a cartoon.",0:06,CHANDLER,FRIENDS,1.0,PRO,Ridicule,Neutral,4.0,6.0
2_588,2_588_u,I talk to you and nothin'.,0:02,JOEY,FRIENDS,0.0,NONE,Anger,Anger,3.0,7.0
2_589,2_589_u,Well why don't you check in one of my saddle bags while I chew on a bale of hay.,0:05,CHANDLER,FRIENDS,1.0,EMB,Anger,Neutral,4.0,8.0
2_594,2_594_u,I can't believe it.  Can I tell you something? I'm a little mad at him now.,0:07,ROSS,FRIENDS,0.0,NONE,Anger,Anger,3.0,7.0
2_595,2_595_u,I'd miss you if I broke up with you. Just trying to be supportive.,0:05,CHANDLER,FRIENDS,0.0,NONE,Neutral,Neutral,5.0,5.0
2_598,2_598_u,"Our balcony? Seriously? That's so funny because I told Monica we should put lights on our balcony. - And she said - ""No no, its too cold, nobody will go out there.""  - I said ""Maybe if we put some lights out there they will"".",0:12,CHANDLER,FRIENDS,1.0,PRO,Ridicule,Neutral,4.0,7.0
2_602,2_602_u,No way!,0:01,CHANDLER,FRIENDS,0.0,NONE,Surprise,Surprise,6.0,7.0
2_607,2_607_u,Hey.,0:01,PERSON,FRIENDS,0.0,NONE,Excitement,Excitement,6.0,6.0
2_608,2_608_u,"You are right, by saying nice, I am virtually licking her.",0:04,CHANDLER,FRIENDS,1.0,PRO,Anger,Happiness,2.0,8.0
2_609,2_609_u,I just called a friend of mine.,0:01,PERSON,FRIENDS,0.0,NONE,Neutral,Neutral,5.0,5.0
2_615,2_615_u,"Hi, Joey. Well well, look what you brought. Very nice.",0:07,PERSON,FRIENDS,0.0,NONE,Happiness,Happiness,7.0,7.0
2_617,2_617_u,And protected them from a tornado?,0:02,CHANDLER,FRIENDS,1.0,ILL,Ridicule,Surprise,4.0,8.0
2_622,2_622_u,"Pheebs, you may know this, you know strange things. What is the boiling point of brain?",0:06,CHANDLER,FRIENDS,1.0,PRO,Anger,Excitement,3.0,8.0
2_623,2_623_u,What do you know? Its a treat for the eyes and the ears.,0:05,CHANDLER,FRIENDS,1.0,ILL,Disgust,Happiness,4.0,7.0
2_627,2_627_u,"Whoa, whoa, whoa.",0:01,PERSON,FRIENDS,0.0,NONE,Neutral,Neutral,5.0,5.0
2_66,2_66_u,"Nice jon Joe, you are quite the craftsman!",0:06,CHANDLER,FRIENDS,1.0,ILL,Anger,Happiness,4.0,8.0
2_69,2_69_u,Cover yourself up!,0:01,MONICA,FRIENDS,0.0,NONE,Anger,Anger,3.0,7.0
2_7,2_7_u,I've never loved anybody as much as I love you.,0:03,MONICA,FRIENDS,0.0,NONE,Happiness,Happiness,7.0,7.0
2_71,2_71_u,"ThatÕs good, just keep rubbing your head. That will turn back time",0:06,JOEY,FRIENDS,1.0,ILL,Ridicule,Excitement,3.0,8.0
2_72,2_72_u,Oh well. It probably would've been the most constructive solution.,0:06,ROSS,FRIENDS,0.0,NONE,Happiness,Happiness,6.0,6.0
2_73,2_73_u,"Oh my god, you almost gave me a heart attack!",0:03,CHANDLER,FRIENDS,1.0,ILL,Anger,Sadness,3.0,7.0
2_77,2_77_u,"Umm, excuse me, we switched apartments. You can't eat are food anymore, that-that gravy train had ended.",0:05,MONICA,FRIENDS,0.0,NONE,Frustration,Frustration,4.0,4.0
2_78,2_78_u,"I didn't know you and Carol were getting divorced, I'm sorry.",0:02,CHANDLER,FRIENDS,0.0,NONE,Sadness,Sadness,4.0,4.0
2_8,2_8_u,"It's white plastic, with a handle, and it fits onto a stroller.",0:01,JOEY,FRIENDS,0.0,NONE,Sadness,Sadness,4.0,5.0
2_84,2_84_u,"If that doesn't keep kids in school, what will?",0:04,CHANDLER,FRIENDS,1.0,PRO,Disgust,Happiness,4.0,8.0
2_86,2_86_u,"Great! Okay, here.",0:12,CHANDLER,FRIENDS,0.0,NONE,Happiness,Happiness,6.0,6.0
2_87,2_87_u,Yeah it would!,0:03,ROSS,FRIENDS,0.0,NONE,Happiness,Happiness,6.0,6.0
2_91,2_91_u,"Alright, I'm gonna go pick up a few things for the trip.",0:02,MONICA,FRIENDS,0.0,NONE,Neutral,Neutral,5.0,5.0
2_92,2_92_u,"No, no, I am just looking for a man to draw on me with chalk.",0:04,CHANDLER,FRIENDS,1.0,PRO,Frustration,Neutral,3.0,8.0
2_94,2_94_u,"Can't do it, can you?",0:02,ROSS,FRIENDS,0.0,NONE,Happiness,Happiness,6.0,6.0
2_96,2_96_u,I don't think so. Hello?  When you get in there,0:12,ROSS,FRIENDS,0.0,NONE,Sadness,Sadness,7.0,8.0
3_S01E01_128,3_S01E01_128_u,"Hey, did you hear what Peter Gregory is doing?",0:02.082000,OTHER,SV,0.0,NONE,Frustration,Frustration,4.0,6.0
3_S01E01_226,3_S01E01_226_u,"Oh. Look at me, I traveled back to 2009.",0:3.844000,OTHER,SV,1.0,EMB,Disgust,Excitement,4.0,7.0
3_S01E01_255,3_S01E01_255_u,It's an upside down cross.,0:01.445000,GILFOYLE,SV,0.0,NONE,Neutral,Neutral,5.0,5.0
3_S01E01_568,3_S01E01_568_u,To his beneficence.,0:01.650000,GILFOYLE,SV,0.0,NONE,Happiness,Happiness,6.0,6.0
3_S01E02_004,3_S01E02_004_u,Hey. Sorry if I scared you. I know I have somewhat ghost-like features.,0:06.122000,OTHER,SV,0.0,NONE,Sadness,Sadness,4.0,5.0
3_S01E02_461,3_S01E02_461_u,I was sleeping. I'm sorry for sleeping and for lying about it.,0:04.324000,OTHER,SV,0.0,NONE,Sadness,Sadness,3.0,6.0
3_S01E03_021,3_S01E03_021_u,Like Jesus over Satan.,0:02.207000,GILFOYLE,SV,0.0,NONE,Neutral,Neutral,4.0,5.0
3_S01E03_024,3_S01E03_024_u,Is it a margarita machine?,0:01.650000,GILFOYLE,SV,0.0,NONE,Excitement,Excitement,6.0,6.0
3_S01E03_122,3_S01E03_122_u,Your borders are merely a construct. I prefer to think of myself as a citizen of the world.,0:4.994,GILFOYLE,SV,1.0,EMB,Ridicule,Excitement,4.0,8.0
3_S01E03_359,3_S01E03_359_u,Hey! That is not Cherry Garcia.,0:02.128000,GILFOYLE,SV,0.0,NONE,Anger,Anger,4.0,5.0
3_S01E03_517,3_S01E03_517_u,He ate the whole bag of gold caps. Awesome!,0:03.761000,GILFOYLE,SV,0.0,NONE,Surprise,Surprise,7.0,7.0
3_S01E04_009,3_S01E04_009_u,"Oh, yeah. No, she's... She's very pretty.",0:02.480000,RICHARD,SV,0.0,NONE,Happiness,Happiness,6.0,6.0
3_S01E04_327,3_S01E04_327_u,You catch on slow. You'll fit right in here.,0:1.711999,OTHER,SV,1.0,PRO,Ridicule,Happiness,4.0,7.0
3_S01E04_342,3_S01E04_342_u,"For which I forewent, yes, that's a real word, one million dollars.",0:04.689000,ERLICH,SV,0.0,NONE,Anger,Anger,3.0,7.0
3_S01E04_356,3_S01E04_356_u,"is a perfect example of you having no vision, no balls and no game. Maybe he did blow him. Well, love and hate. It's all passion.",0:10.130000,GILFOYLE,SV,0.0,NONE,Anger,Anger,3.0,8.0
3_S01E05_417,3_S01E05_417_u,"Anything to do with ""error"" sounds like your whole vibe.",0:3.240999,GILFOYLE,SV,1.0,EMB,Ridicule,Neutral,4.0,7.0
3_S01E05_456,3_S01E05_456_u,Maybe my leisurely pace is just a little faster than yours.,0:3.157,GILFOYLE,SV,1.0,PRO,Ridicule,Neutral,4.0,7.0
3_S01E05_520,3_S01E05_520_u,"Take your time. There's no rush, Dinesh.",0:2.12,GILFOYLE,SV,1.0,ILL,Disgust,Neutral,4.0,7.0
3_S01E06_054,3_S01E06_054_u,"Yes, we are totally fucked.",0:01.365000,ERLICH,SV,0.0,NONE,Frustration,Frustration,3.0,7.0
3_S01E06_266,3_S01E06_266_u,She's attracted to ugliness.,0:1.753000,ERLICH,SV,1.0,PRO,Ridicule,Neutral,3.0,8.0
3_S01E08_422,3_S01E08_422_u,At least it didn't happen in a public and brutally embarrassing way.,0:5.072,GILFOYLE,SV,1.0,ILL,Sadness,Excitement,4.0,7.0
3_S02E01_050,3_S02E01_050_u,"I get it. You hear the word ""chief,"" and you think ""Indian Chief."" but you're the other kind of Indian.",0:7.709000,GILFOYLE,SV,1.0,EMB,Ridicule,Neutral,2.0,7.0
3_S02E01_096,3_S02E01_096_u,"Richard, tell him I'm CTO. Dinesh: You already told that fat guy that I'm the CTO.",0:03.375000,GILFOYLE,SV,0.0,NONE,Disgust,Disgust,4.0,6.0
3_S02E01_413,3_S02E01_413_u,Oh. Wow. Thanks for the compliment.,0:2.417,RICHARD,SV,1.0,ILL,Sadness,Happiness,3.0,7.0
3_S02E02_081,3_S02E02_081_u,But the fact that you're so sorry makes it all better.,0:2.959000,GILFOYLE,SV,1.0,EMB,Anger,Happiness,3.0,7.0
3_S02E03_218,3_S02E03_218_u,Do you want me to be honest or nice?,0:2.667,GILFOYLE,SV,1.0,PRO,Ridicule,Neutral,4.0,8.0
3_S02E03_229,3_S02E03_229_u,Are you out of your mind?,0:01.208000,OTHER,SV,0.0,NONE,Anger,Anger,4.0,5.0
3_S02E03_244,3_S02E03_244_u,Sounds like ERLICH.,0:1.333999,GILFOYLE,SV,1.0,PRO,Ridicule,Neutral,3.0,8.0
3_S02E03_561,3_S02E03_561_u,Does it mean taking a stack of cash and lighting it on fire?,0:4.373999,GILFOYLE,SV,1.0,PRO,Anger,Neutral,4.0,7.0
3_S02E04_162,3_S02E04_162_u,"I disagree, OJ. We should hire the best person for the job, period.",0:04.208000,GILFOYLE,SV,0.0,NONE,Neutral,Neutral,5.0,5.0
3_S02E04_395,3_S02E04_395_u,"No, we all have equalized pay, remember?",0:02.541000,GILFOYLE,SV,0.0,NONE,Neutral,Neutral,5.0,5.0
3_S02E05_179,3_S02E05_179_u,We build our own servers.,0:01.708000,GILFOYLE,SV,0.0,NONE,Excitement,Excitement,6.0,5.0
3_S02E05_378,3_S02E05_378_u,"I'm sure you were great at fingerpainting, also, Dinesh.",0:2.792,GILFOYLE,SV,1.0,PRO,Disgust,Happiness,4.0,7.0
3_S02E05_466,3_S02E05_466_u,"I'm not getting high on the job. I'm getting high at home. I live here, remember?",0:05.833000,GILFOYLE,SV,0.0,NONE,Happiness,Happiness,6.0,5.0
3_S02E07_256,3_S02E07_256_u,That's very comforting.,0:2.542,OTHER,SV,1.0,ILL,Disgust,Happiness,4.0,8.0
3_S02E10_133,3_S02E10_133_u,"Sorry, I couldn't remember your mother's name.",0:2.083999,GILFOYLE,SV,1.0,PRO,Ridicule,Sadness,4.0,8.0
3_S03E01_409,3_S03E01_409_u,That's a bold statement.,0:01.182000,GILFOYLE,SV,0.0,NONE,Disgust,Disgust,4.0,5.0
3_S03E01_431,3_S03E01_431_u,"(SIGHS) Great timing, guys. Thank you so much. Premium stuff, Dinesh.",0:4.370999,ERLICH,SV,1.0,ILL,Anger,Happiness,3.0,8.0
3_S03E02_062,3_S03E02_062_u,"Gilfoyle: Yeah, compared to the shit shack we're used to, anything's an improvement.",0:04.386000,GILFOYLE,SV,0.0,NONE,Excitement,Excitement,6.0,6.0
3_S03E02_111,3_S03E02_111_u,"Don't you guys call it ""Rock, Rock, Rock""?",0:1.617999,GILFOYLE,SV,1.0,PRO,Disgust,Surprise,4.0,8.0
3_S03E03_111,3_S03E03_111_u,"The more meetings I turn down, the more these recruiters send me.",0:03.585000,GILFOYLE,SV,0.0,NONE,Happiness,Happiness,6.0,5.0
3_S03E03_126,3_S03E03_126_u,"But instead of that, you bought a chain?",0:3.052999,GILFOYLE,SV,1.0,PRO,Disgust,Surprise,4.0,4.0
3_S03E03_316,3_S03E03_316_u,"Richard, look, I'm sorry, but I think the box is here to stay.",0:03.635000,OTHER,SV,0.0,NONE,Sadness,Neutral,4.0,5.0
3_S03E03_511,3_S03E03_511_u,This plan better fucking work with a sacrifice like this.,0:02.884000,GILFOYLE,SV,0.0,NONE,Sadness,Sadness,4.0,6.0
3_S03E04_437,3_S03E04_437_u,"Thank you, Jared.",0:02.217000,OTHER,SV,0.0,NONE,Neutral,Neutral,5.0,5.0
3_S04E01_575,3_S04E01_575_u,"But since your failure as a leader is a virtual certainty, tolerating your short reign as CEO in exchange for a front-row seat to the disaster seems fair.",0:11.73999,GILFOYLE,SV,1.0,EMB,Ridicule,Surprise,3.0,8.0
3_S04E02_217,3_S04E02_217_u,"No, I think you should use more.",0:2.29,GILFOYLE,SV,1.0,PRO,Ridicule,Excitement,4.0,3.0
3_S04E02_326,3_S04E02_326_u,"I mean, I knew Dinesh was going to fuck this all up, but honestly, this couldn't get any better.",0:7.720000,GILFOYLE,SV,1.0,EMB,Disgust,Happiness,4.0,7.0
3_S04E04_363,3_S04E04_363_u,These are from your mom.,0:3.25,OTHER,SV,1.0,ILL,Ridicule,Neutral,4.0,6.0
3_S04E05_313,3_S04E05_313_u,When you have to apologise,0:8.0,GILFOYLE,SV,1.0,PRO,Ridicule,Neutral,3.0,4.0
3_S04E05_320,3_S04E05_320_u,That was the Iranian Revolutionary Guard.,0:01.870000,GILFOYLE,SV,0.0,NONE,Neutral,Neutral,5.0,3.0
3_S04E05_485,3_S04E05_485_u,Your fourth child?,0:01.750000,OTHER,SV,0.0,NONE,Surprise,Surprise,7.0,7.0
